,2975,3025,3075,3125,3175,3225,3275,3325,3375,3425,3475,3525,3575,3625,3675,3725,3775,3825,3875,3925,3975,4025,4075,4125
2006,-2912.75,-2654.25,-2446.0,-2288.0,-2073.0,-1801.0,-1500.0,-1170.0,-837.5,-502.5,-208.5,44.5,245.25,393.75,511.75,599.25,581.25,457.75,276.5,37.5,-57.75,-9.25,-0.75,-32.25
2007,-2414.5,-2081.5,-1785.5,-1526.5,-1264.75,-1000.25,-716.75,-414.25,-158.0,52.0,228.0,370.0,493.5,598.5,657.25,669.75,632.5,545.5,404.0,208.0,96.25,68.75,49.5,38.5
2008,-2626.75,-2314.25,-2073.25,-1903.75,-1709.5,-1490.5,-1227.0,-919.0,-606.5,-289.5,-19.0,205.0,396.0,554.0,659.75,713.25,697.5,612.5,440.75,182.25,38.75,10.25,-9.5,-20.5
2009,-2569.25,-2299.75,-2050.25,-1820.75,-1608.5,-1413.5,-1144.0,-800.0,-453.5,-104.5,189.0,427.0,647.0,849.0,976.5,1029.5,980.5,829.5,553.25,151.75,-79.25,-139.75,-172.5,-177.5
2010,-2805.25,-2475.75,-2224.75,-2052.25,-1837.75,-1581.25,-1286.5,-953.5,-620.0,-286.0,-9.0,211.0,392.5,535.5,644.25,718.75,677.25,519.75,299.5,16.5,-105.0,-65.0,-60.25,-90.75
2011,-4167.5,-3452.5,-2877.75,-2443.25,-2121.75,-1913.25,-1613.75,-1223.25,-811.5,-378.5,-14.5,280.5,517.5,696.5,834.25,930.75,885.75,699.25,436.5,97.5,-64.5,-49.5,-79.25,-153.75
2012,-3176.75,-2858.25,-2576.75,-2332.25,-2196.5,-2169.5,-1994.25,-1670.75,-1283.75,-833.25,-401.25,12.25,368.75,668.25,926.25,1142.75,909.5,226.5,-560.5,-1451.5,-1700.5,-1307.5,-1083.5,-1028.5
2013,-2367.75,-1873.25,-1472.0,-1164.0,-925.5,-756.5,-554.5,-319.5,-69.0,197.0,428.75,626.25,789.5,918.5,1012.75,1072.25,1108.5,1121.5,1080.75,986.25,763.75,413.25,133.75,-74.75
2014,-1733.25,-1621.75,-1542.0,-1494.0,-1291.75,-935.25,-577.75,-219.25,78.75,316.25,564.0,822.0,1018.5,1153.5,1220.5,1219.5,1180.75,1104.25,999.5,866.5,768.0,704.0,670.0,666.0
