,2844,2848,2849,2875,2876,2877,2878,2879,2881,2882,2883,2884,2885,2925,2975,3025,3075,3125,3175,3209,3210,3211,3212,3215,3218,3225,3255,3269
1956,-1480.0,,,-1529.0,,,,,,,,,,-875.0,252.0,469.0,299.0,427.0,561.0,,,,,,,684.0,749.0,
1957,,,,-799.0,,,,,,,,,,-319.0,151.0,348.0,480.0,609.0,772.0,,,,,,,842.0,,858.0
1958,,,-1985.0,-1743.0,,,,,,,,,,-1057.0,-59.0,164.0,180.0,319.0,525.0,,,,,,,639.0,,744.0
1959,,,,-2101.0,,,,,,,,,,-1387.0,-330.0,-52.0,12.0,169.0,389.0,,,,,,,492.0,,584.0
1960,,,,-878.0,,,,,,,,,,-376.0,162.0,350.0,417.0,563.0,737.0,,,,,,,825.0,,887.0
1961,,,-956.0,-947.0,,,,,,,,,,-303.0,209.0,402.0,508.0,612.0,815.0,,,,,,,895.0,,941.0
1962,,-1337.0,,-1826.0,,,,,,,,,,-1116.0,60.0,273.0,44.0,154.0,366.0,,,,,,,464.0,,541.0
1963,,,,-790.0,,,,,,,,,,-285.0,211.0,425.0,495.0,593.0,788.0,,,,,,,878.0,,919.0
1964,,,,-2130.0,,,,,,,,,,-1384.0,-430.0,-118.0,-46.0,105.0,357.0,,,,,,,475.0,,582.0
1965,,,,-917.0,,,,,,,,,,-446.0,116.0,327.0,371.0,462.0,629.0,,,,,,,701.0,,726.0
1966,,,,-381.0,,,,,,,,,,59.0,261.0,456.0,665.0,758.0,931.0,,,,,,,1018.0,,1032.0
1967,,,,384.0,,,,,,,,,,578.0,536.0,663.0,885.0,937.0,1038.0,,,,,,,1083.0,,1051.0
1968,,,,-1563.0,,,,,,,,,,-945.0,-469.0,-168.0,45.0,199.0,296.0,,,477.0,,,,,,
1969,,,-634.0,-441.0,,,,,,,,,,39.0,343.0,537.0,609.0,706.0,760.0,,,938.0,,,,,,
1970,,,-1437.0,-1517.0,,,,,,,,,,-823.0,-68.0,212.0,132.0,275.0,365.0,,,585.0,,,,,,
1971,,-1452.0,,-1469.0,,,,,,,,,,-782.0,-14.0,281.0,229.0,358.0,439.0,,,645.0,,,,,,
1972,,-182.0,,-124.0,,,,,,,,,,132.0,337.0,496.0,550.0,605.0,639.0,,,748.0,,,,,,
1973,,,,,,-2258.0,,,,,,,,-1580.0,-809.0,-394.0,-301.0,-61.0,79.0,,,306.0,,,,,,
1974,,,,,,-1053.0,,,,,,,,-485.0,-213.0,46.0,263.0,381.0,468.0,,,656.0,,,,,,
1975,,,,,-573.0,,,,,,,,,-104.0,183.0,385.0,461.0,562.0,644.0,,,784.0,,,,,,
1976,,,,,-1363.0,,,,,,,,,-835.0,-464.0,-166.0,2.0,139.0,249.0,,,411.0,,,,,,
1977,,,,,,,,1126.0,,,,,,1471.0,1726.0,1926.0,1963.0,2040.0,2101.0,,,,2203.0,,,,,
1978,,,,,,,,762.0,,,,,,1062.0,1272.0,1437.0,1461.0,1529.0,1584.0,,,,1673.0,,,,,
1979,,,,,,,-1160.0,,,,,,,-632.0,-288.0,-28.0,98.0,228.0,321.0,,,,479.0,,,,,
1980,,,,,,,383.0,,,,,,,708.0,931.0,1104.0,1126.0,1196.0,1257.0,,,,1375.0,,,,,
1981,,,,,,23.0,,,,,,,,293.0,480.0,636.0,673.0,745.0,801.0,,,,910.0,,,,,
1982,,,,,,-2392.0,,,,,,,,-1642.0,-1120.0,-621.0,-403.0,-104.0,80.0,,,,337.0,,,,,
1983,,,,,,,,,-2473.0,,,,,-1712.0,-1259.0,-781.0,-663.0,-506.0,-244.0,,,,,,47.0,,,
1984,,,,,,,,,,,,-1068.0,,-452.0,-171.0,120.0,215.0,321.0,479.0,,,,,,636.0,,,
1985,,,,,,,,,,,,,-1363.0,-582.0,-217.0,128.0,232.0,356.0,496.0,,,,,,673.0,,,
1986,,,,,,,,,,,,-2154.0,,-1258.0,-866.0,-405.0,-255.0,-59.0,125.0,,,,,,368.0,,,
1987,,,,,,,,,,,-2282.0,,,-1427.0,-1080.0,-622.0,-484.0,-229.0,-37.0,,,,,,198.0,,,
1988,,,,,,,,,,,,-2353.0,,-1563.0,-1124.0,-643.0,-451.0,-187.0,59.0,,,,,,298.0,,,
1989,,,,,,,,,,,-1967.0,,,-1213.0,-795.0,-385.0,-177.0,26.0,184.0,,,,,,373.0,,,
1990,,,,,,,,,,,-2380.0,,,-1586.0,-1132.0,-676.0,-471.0,-219.0,21.0,,,,,,213.0,,,
1991,,,,,,,,,,-3384.0,,,,-2561.0,-2103.0,-1599.0,-1491.0,-1202.0,-857.0,,,,,-421.0,,,,
1992,,,,,,,,,,,,-1130.0,,-395.0,2.0,335.0,453.0,614.0,763.0,,886.0,,,,,,,
1993,,,,,,,,,,,-689.0,,,-142.0,199.0,475.0,545.0,631.0,705.0,,766.0,,,,,,,
1994,,,,,,,,,,,-1518.0,,,-888.0,-487.0,-138.0,-14.0,122.0,208.0,,327.0,,,,,,,
1995,,,,,,,,,,-1289.0,,,,-554.0,-74.0,300.0,434.0,617.0,735.0,844.0,,,,,,,,
