YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1976,856,CN,QIYI,3.04,,,384.0,,RGI50-13.32330
1977,856,CN,QIYI,3.04,,,351.0,,RGI50-13.32330
1984,856,CN,QIYI,2.98,,,226.0,,RGI50-13.32330
1985,856,CN,QIYI,2.98,,,-31.0,,RGI50-13.32330
1986,856,CN,QIYI,,,,-165.0,,RGI50-13.32330
1987,856,CN,QIYI,,,,38.0,,RGI50-13.32330
1988,856,CN,QIYI,,,,-49.0,,RGI50-13.32330
2002,856,CN,QIYI,,,,-810.0,,RGI50-13.32330
2003,856,CN,QIYI,,,,-361.0,,RGI50-13.32330
2006,856,CN,QIYI,,,,-955.0,,RGI50-13.32330
2007,856,CN,QIYI,,,,-513.0,,RGI50-13.32330
2008,856,CN,QIYI,,,,-105.0,,RGI50-13.32330
2009,856,CN,QIYI,,,,-74.0,,RGI50-13.32330
2010,856,CN,QIYI,,,,-648.0,,RGI50-13.32330
