YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1975,856,CN,QIYI,3.04,259.0,-224.0,35.0,
1976,856,CN,QIYI,3.04,434.0,-50.0,384.0,
1977,856,CN,QIYI,3.04,434.0,-84.0,351.0,
1984,856,CN,QIYI,2.98,288.0,-67.0,226.0,
1985,856,CN,QIYI,2.98,169.0,-199.0,-31.0,
1986,856,CN,QIYI,,,,-165.0,
1987,856,CN,QIYI,,,,38.0,
1988,856,CN,QIYI,,,,-49.0,
2002,856,CN,QIYI,,,,-810.0,
2003,856,CN,QIYI,,,,-361.0,
2006,856,CN,QIYI,,,,-955.0,
2007,856,CN,QIYI,,,,-513.0,
2008,856,CN,QIYI,,,,-105.0,
2009,856,CN,QIYI,,,,-74.0,
2010,856,CN,QIYI,,,,-648.0,
