YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1978,34,CA,ANDREI,92.14,1660.0,-2490.0,-830.0,
1979,34,CA,ANDREI,92.14,1620.0,-2260.0,-640.0,
1980,34,CA,ANDREI,92.14,1890.0,-2070.0,-180.0,
1981,34,CA,ANDREI,92.14,2400.0,-2330.0,70.0,
1982,34,CA,ANDREI,92.14,1640.0,-2610.0,-970.0,
1983,34,CA,ANDREI,92.14,1410.0,-2200.0,-790.0,
1984,34,CA,ANDREI,92.14,1600.0,-1460.0,140.0,
1985,34,CA,ANDREI,,2170.0,,,
1989,34,CA,ANDREI,91.94,2090.0,-2550.0,-460.0,
1990,34,CA,ANDREI,91.89,1980.0,-2400.0,-420.0,
