YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1986,3340,US,LYMAN,,,,-640.0,
1987,3340,US,LYMAN,,,,-1150.0,
1988,3340,US,LYMAN,,,,-530.0,
1989,3340,US,LYMAN,,,,-580.0,
1990,3340,US,LYMAN,,,,-900.0,
1991,3340,US,LYMAN,,,,550.0,
1993,3340,US,LYMAN,,,,-980.0,
1994,3340,US,LYMAN,,,,-710.0,
1995,3340,US,LYMAN,,,,-480.0,
1996,3340,US,LYMAN,,,,-410.0,
1997,3340,US,LYMAN,,,,430.0,
1998,3340,US,LYMAN,,,,-1660.0,
1999,3340,US,LYMAN,,,,580.0,
2000,3340,US,LYMAN,,,,-280.0,
