YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2006,3801,CH,ADLER,2.04189,,,-600.0,,RGI50-11.02780
2007,3801,CH,ADLER,2.04189,,,-140.0,,RGI50-11.02780
2008,3801,CH,ADLER,2.03252,,,-399.0,,RGI50-11.02780
2009,3801,CH,ADLER,2.02688,1126.0,-1354.0,-228.0,,RGI50-11.02780
2010,3801,CH,ADLER,2.01753,529.0,-945.0,-416.0,,RGI50-11.02780
2011,3801,CH,ADLER,2.02192,614.0,-1135.0,-521.0,,RGI50-11.02780
2012,3801,CH,ADLER,2.01316,1034.0,-1821.0,-787.0,,RGI50-11.02780
2013,3801,CH,ADLER,2.0106599999999997,779.0,-627.0,152.0,,RGI50-11.02780
2014,3801,CH,ADLER,2.0106599999999997,975.0,-745.0,230.0,,RGI50-11.02780
2015,3801,CH,ADLER,2.0106298,985.0,-1363.0,-378.0,,RGI50-11.02780
2016,3801,CH,ADLER,2.01063,677.0,-1267.0,-590.0,,RGI50-11.02780
