YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
2006,3987,CN,PARLUNG NO. 94,2.3558684,,,-938.0,Calculated from submitted values.,RGI50-15.11693
2007,3987,CN,PARLUNG NO. 94,2.3558714,,,-82.0,Calculated from submitted values.,RGI50-15.11693
2008,3987,CN,PARLUNG NO. 94,2.355709,,,-1004.0,Calculated from submitted values.,RGI50-15.11693
2009,3987,CN,PARLUNG NO. 94,2.3558774,,,-1930.0,Calculated from submitted values.,RGI50-15.11693
2010,3987,CN,PARLUNG NO. 94,2.35587,,,-647.0,Calculated from submitted values.,RGI50-15.11693
2011,3987,CN,PARLUNG NO. 94,2.3549137000000004,,,155.0,Calculated from submitted values.,RGI50-15.11693
2012,3987,CN,PARLUNG NO. 94,2.3558696,,,-1478.0,Calculated from submitted values.,RGI50-15.11693
2013,3987,CN,PARLUNG NO. 94,2.3558708999999998,,,-1049.0,Calculated from submitted values.,RGI50-15.11693
2014,3987,CN,PARLUNG NO. 94,2.3573827,,,-1116.0,,RGI50-15.11693
2015,3987,CN,PARLUNG NO. 94,2.3573827,,,-653.0,,RGI50-15.11693
2016,3987,CN,PARLUNG NO. 94,2.356,,,-1086.0,Calculated from submitted values.,RGI50-15.11693
2017,3987,CN,PARLUNG NO. 94,2.3558715,,,-959.0,Calculated from submitted elevation bin results.,RGI50-15.11693
