YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1971,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,,,96.0,
1972,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,,,-206.0,
1973,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,,,339.0,
1974,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,,,-618.0,
1976,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,410.0,-40.0,350.0,
1977,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,520.0,-600.0,-80.0,
1978,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,470.0,-90.0,380.0,
1979,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,330.0,-100.0,240.0,
1980,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,350.0,,,
1981,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,,,-890.0,
1982,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,570.0,,,
1983,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,,,-380.0,
1984,38,CA,BARNES ICE CAP SOUTH DOME N SLOPE,266.6,210.0,,,
