YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS
1993,1666,US,NOISY CREEK,0.58,2030.0,-2982.0,-952.0,
1994,1666,US,NOISY CREEK,0.58,2528.0,-3589.0,-1163.0,
1995,1666,US,NOISY CREEK,0.58,3486.0,-3594.0,-108.0,
1996,1666,US,NOISY CREEK,0.58,3039.0,-2815.0,224.0,
1997,1666,US,NOISY CREEK,,,,100.0,
1998,1666,US,NOISY CREEK,,,,-1540.0,
1999,1666,US,NOISY CREEK,,,,1450.0,
2000,1666,US,NOISY CREEK,,,,340.0,
2001,1666,US,NOISY CREEK,,,,-450.0,
2002,1666,US,NOISY CREEK,0.54,,,462.0,Data reported for MBB No. 8. Data PROVISIONAL AT THE TIME OF SUBMISSION.
2003,1666,US,NOISY CREEK,0.54,,,-952.0,Data reported for MBB No. 8. Data PROVISIONAL AT THE TIME OF SUBMISSION.
2004,1666,US,NOISY CREEK,,,,-1575.0,
2005,1666,US,NOISY CREEK,,,,-2410.0,
2006,1666,US,NOISY CREEK,0.54,3080.0,-3400.0,-320.0,
2007,1666,US,NOISY CREEK,,3030.0,-3400.0,-360.0,
2008,1666,US,NOISY CREEK,,3130.0,-3420.0,-290.0,
2009,1666,US,NOISY CREEK,,3140.0,-4330.0,-1190.0,
2010,1666,US,NOISY CREEK,,3130.0,-3310.0,-180.0,
2011,1666,US,NOISY CREEK,,4090.0,-2820.0,1280.0,Lower and upper boundary of altitude interval was given as 1680 and 1920
2012,1666,US,NOISY CREEK,,4040.0,-3420.0,620.0,
2013,1666,US,NOISY CREEK,,3000.0,-3850.0,-850.0,
2014,1666,US,NOISY CREEK,,4250.0,-4430.0,-180.0,
2015,1666,US,NOISY CREEK,0.46,2080.0,-5630.0,-3550.0,Preliminary. Glacier wide balances calculated with 2010 basemap
