YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1988,3089,IS,HOFSJOEKULL N,90.6,1370.0,-2110.0,-740.0,,RGI50-06.00238
1989,3089,IS,HOFSJOEKULL N,90.6,1760.0,-1180.0,580.0,,RGI50-06.00238
1990,3089,IS,HOFSJOEKULL N,90.6,1450.0,-2050.0,-600.0,,RGI50-06.00238
1991,3089,IS,HOFSJOEKULL N,,,,-1410.0,,RGI50-06.00238
1992,3089,IS,HOFSJOEKULL N,,,,1060.0,,RGI50-06.00238
1993,3089,IS,HOFSJOEKULL N,,,,910.0,,RGI50-06.00238
1994,3089,IS,HOFSJOEKULL N,,,,80.0,,RGI50-06.00238
1995,3089,IS,HOFSJOEKULL N,90.6,,,-680.0,Area from table SECTION.,RGI50-06.00238
1996,3089,IS,HOFSJOEKULL N,,,,-780.0,,RGI50-06.00238
1997,3089,IS,HOFSJOEKULL N,,,,-1050.0,,RGI50-06.00238
1998,3089,IS,HOFSJOEKULL N,,,,-680.0,,RGI50-06.00238
1999,3089,IS,HOFSJOEKULL N,,,,-250.0,,RGI50-06.00238
2000,3089,IS,HOFSJOEKULL N,,,,-1340.0,,RGI50-06.00238
2001,3089,IS,HOFSJOEKULL N,,,,-580.0,,RGI50-06.00238
2002,3089,IS,HOFSJOEKULL N,81.5,,,-1000.0,Data reported for MBB No. 8.,RGI50-06.00238
2003,3089,IS,HOFSJOEKULL N,81.5,,,-980.0,Data reported for MBB No. 8.,RGI50-06.00238
2004,3089,IS,HOFSJOEKULL N,,,,-1360.0,,RGI50-06.00238
2005,3089,IS,HOFSJOEKULL N,,,,-430.0,,RGI50-06.00238
2006,3089,IS,HOFSJOEKULL N,,1380.0,-1890.0,-510.0,,RGI50-06.00238
2007,3089,IS,HOFSJOEKULL N,,1530.0,-1920.0,-390.0,,RGI50-06.00238
2008,3089,IS,HOFSJOEKULL N,,1740.0,-2310.0,-570.0,,RGI50-06.00238
2009,3089,IS,HOFSJOEKULL N,,1390.0,-1740.0,-350.0,,RGI50-06.00238
2010,3089,IS,HOFSJOEKULL N,,980.0,-3380.0,-2400.0,"Contact: Thorsteinn Thorsteinsson, Icelandic Meteorological Office (thor@vedur.is)",RGI50-06.00238
2011,3089,IS,HOFSJOEKULL N,81.6,1540.0,-1860.0,-320.0,,RGI50-06.00238
2012,3089,IS,HOFSJOEKULL N,81.6,1630.0,-2090.0,-460.0,,RGI50-06.00238
2013,3089,IS,HOFSJOEKULL N,81.6,1250.0,-1610.0,-360.0,,RGI50-06.00238
2014,3089,IS,HOFSJOEKULL N,81.6,1460.0,-2410.0,-950.0,,RGI50-06.00238
